evento_id,evento,evento_exemplo,tipo_evento,local,n_artigos,n_classificados,score_medio,media_sentimento,muito_negativo,negativo,neutro,positivo,muito_positivo,n/a,n_positivas,n_negativas,n_muito_positivas,n_muito_negativas,share_positivo,share_negativo,share_muito_positivo,share_muito_negativo,peso_positivo,peso_negativo,titulos_exemplo
reducao-criminalidade-duque-de-caxias-2025,reducao-criminalidade-duque-de-caxias-2025,Redução de índices de criminalidade em Duque de Caxias,resultado/indicador,Duque de Caxias,2,2,1.0,1.0,0,0,0,2,0,0,2,0,0,0,1.0,0.0,0.0,0.0,2,0,"Duque de Caxias reduz índices de criminalidade nas principais categorias, aponta balanço"
reforco-policiais-militares-rio-de-janeiro-2023,reforco-policiais-militares-rio-de-janeiro-2023,Reforço de 475 policiais militares no Rio de Janeiro,gestao/administracao,"Jardim Sulacap, Rio de Janeiro",2,2,1.0,1.0,0,0,0,2,0,0,2,0,0,0,1.0,0.0,0.0,0.0,2,0,Segurança no estado ganha reforço de 475 policiais militares
reforco-seguranca-carnaval-2026,reforco-seguranca-carnaval-2026,Reforço da segurança no Carnaval com câmeras e torres de observação,evento publico/cultural,Rio de Janeiro,2,2,1.0,1.0,0,0,0,2,0,0,2,0,0,0,1.0,0.0,0.0,0.0,2,0,Carnaval 2026: Castro anuncia que vai reforçar segurança na dispersão do Sambódromo | Estado do RJ usa 390 câmeras com reconhecimento facial e mais de 40 torres para reforçar segurança no Carnaval
reforco-seguranca-eleicoes-rio-2023,reforco-seguranca-eleicoes-rio-2023,Reforço de segurança nas eleições do Rio de Janeiro,operacao policial,Rio de Janeiro,2,2,1.0,1.0,0,0,0,2,0,0,2,0,0,0,1.0,0.0,0.0,0.0,2,0,Cerca de 25 mil agentes estaduais vão reforçar segurança nas eleições do Rio | Cerca de 25 mil agentes vão reforçar eleições do Rio de Janeiro
revista-show-lady-gaga-copacabana-2025,revista-show-lady-gaga-copacabana-2025,Revista do público nos acessos ao show de Lady Gaga na Praia de Copacabana,evento publico/cultural,Praia de Copacabana,2,2,1.0,1.0,0,0,0,2,0,0,2,0,0,0,1.0,0.0,0.0,0.0,2,0,PM faz revista em 18 acessos para show de Lady Gaga e orienta sobre itens proibidos | Lady Gaga: PM já revista o público nos 18 pontos de acesso à área do show
abertura-carnaval-2025,abertura-carnaval-2025,"Abertura oficial do carnaval com mobilização de 3,3 mil PMs no Rio",operacao policial,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,"Abertura oficial do carnaval mobiliza 3,3 mil PMs no Rio"
abertura-edital-vagas-seguranca-presente-2025,abertura-edital-vagas-seguranca-presente-2025,Abertura de edital para 2.212 vagas no Segurança Presente,gestao/administracao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Segurança Presente RJ: saiu edital para 2.212 vagas. Níveis médio e superior! - Degrau Cultural
abertura-selecao-agentes-seguranca-presente-2025,abertura-selecao-agentes-seguranca-presente-2025,Abertura de seleção para 1.213 vagas na Operação Segurança Presente,gestao/administracao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Governo do Rio abre seleção com 1.213 vagas para agentes civis da Operação Segurança Presente
abertura-vagas-agentes-seguranca-presente-2025,abertura-vagas-agentes-seguranca-presente-2025,Abertura de 1.213 vagas para agentes da Operação Segurança Presente,gestao/administracao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Governo do Estado abre 1.213 vagas para agentes da Operação Segurança Presente
acao-esquadrao-antibomba-cupula-brics-2025,acao-esquadrao-antibomba-cupula-brics-2025,Ação do Esquadrão Antibomba para segurança da Cúpula do BRICS,operacao policial,"Museu de Arte Moderna (MAM), Aterro do Flamengo, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Esquadrão Antibomba realiza ação para segurança da Cúpula do Brics
acao-integrada-seguranca-sesc-verao-2026,acao-integrada-seguranca-sesc-verao-2026,Ação integrada de segurança no Sesc Verão 2026,evento publico/cultural,Rio das Ostras,1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Reunião define ação integrada entre forças de segurança no Sesc Verão - PMRO - Rio das Ostras
acidente-caua-reymond-barra-2022,acidente-caua-reymond-barra-2022,Acidente de carro envolvendo Cauã Reymond na Barra da Tijuca,outro,"Barra da Tijuca, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Carro de Cauã Reymond se envolve em acidente na Barra
acoes-seguranca-show-lady-gaga-copacabana-2025,acoes-seguranca-show-lady-gaga-copacabana-2025,Ações de segurança durante o show de Lady Gaga em Copacabana,evento publico/cultural,"Copacabana, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Lady Gaga: PM conduz 47 pessoas à delegacia e apreende 251 objetos cortantes
ampliacao-gratificacao-policiais-reserva-peop-2026,ampliacao-gratificacao-policiais-reserva-peop-2026,Ampliação da gratificação para policiais da reserva no Programa de Estímulo Operacional (PEOp),gestao/administracao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Castro amplia gratificação paga a policiais da reserva; veja os valores
ampliacao-horario-programa-leblon-presente-2020,ampliacao-horario-programa-leblon-presente-2020,Ampliação do horário do Programa Leblon Presente,gestao/administracao,"Leblon, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Programa Leblon Presente terá horário ampliado
ampliacao-horario-seguranca-presente-copacabana-2021,ampliacao-horario-seguranca-presente-copacabana-2021,Ampliação do horário do Segurança Presente em Copacabana e Leme,gestao/administracao,"Copacabana, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Copacabana é a região administrativa do Rio que melhor atende necessidades humanas básicas
ampliacao-horario-seguranca-presente-copacabana-leme-2021,ampliacao-horario-seguranca-presente-copacabana-leme-2021,Ampliação do horário do Segurança Presente em Copacabana e Leme,gestao/administracao,"Copacabana e Leme, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Governo do RJ amplia horário do Segurança Presente em Copacabana e no Leme
ampliacao-operacao-copacabana-presente-2021,ampliacao-operacao-copacabana-presente-2021,Ampliação da Operação Copacabana Presente e lançamento da campanha FériasRJ,gestao/administracao,"Copacabana, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,RJ discute soluções de segurança e protocolos para turismo consciente
ampliacao-operacao-niteroi-presente-regiao-oceanica-2020,ampliacao-operacao-niteroi-presente-regiao-oceanica-2020,Ampliação da Operação Niterói Presente para a Região Oceânica,inauguracao/expansao,Niterói,1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Operação Niterói Presente será ampliada para a Região Oceânica
ampliacao-operacao-seguranca-presente-barra-da-tijuca-2022,ampliacao-operacao-seguranca-presente-barra-da-tijuca-2022,Ampliação da Operação Segurança Presente na Barra da Tijuca,inauguracao/expansao,"Barra da Tijuca, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Operação Segurança Presente na Barra é ampliada
ampliacao-operacao-seguranca-presente-niteroi-2021,ampliacao-operacao-seguranca-presente-niteroi-2021,Ampliação da Operação Segurança Presente em Niterói,inauguracao/expansao,Niterói,1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Governo do Estado amplia a Operação Segurança Presente em Niterói
ampliacao-operacao-seguranca-presente-sao-goncalo-2022,ampliacao-operacao-seguranca-presente-sao-goncalo-2022,Ampliação da Operação Segurança Presente em São Gonçalo,inauguracao/expansao,São Gonçalo,1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,"Com reforço de 150 policiais, Segurança Presente é ampliado em São Gonçalo"
ampliacao-policamento-tecnologia-carnaval-2026,ampliacao-policamento-tecnologia-carnaval-2026,Ampliação do policiamento e tecnologia para o Carnaval 2026 no RJ,operacao policial,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Governo do RJ amplia policiamento e tecnologia para proteger turistas no Carnaval
ampliacao-policamento-tecnologia-carnaval-2026-rj,ampliacao-policamento-tecnologia-carnaval-2026-rj,Ampliação do policiamento e tecnologia para o Carnaval 2026 no RJ,operacao policial,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Governo do RJ amplia policiamento e tecnologia para proteger turistas no Carnaval
ampliacao-programa-copacabana-presente-2020,ampliacao-programa-copacabana-presente-2020,Ampliação do programa Copacabana Presente por Luiz Lima,gestao/administracao,"Copacabana, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Luiz Lima quer ampliar programa Copacabana Presente e restaurar ordem pública no bairro
ampliacao-recreio-presente-recreio-dos-bandeirantes-2020,ampliacao-recreio-presente-recreio-dos-bandeirantes-2020,Ampliação do programa Recreio Presente no Recreio dos Bandeirantes,inauguracao/expansao,"Recreio dos Bandeirantes, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Programa Recreio Presente amplia segurança no bairro e é elogiado por moradores
ampliacao-seguranca-carnaval-2025,ampliacao-seguranca-carnaval-2025,Ampliação das medidas de segurança para o Carnaval 2025 no Rio de Janeiro,gestao/administracao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Estado investe R$ 90 milhões e amplia medidas de segurança para o Carnaval
ampliacao-seguranca-presente-2021,ampliacao-seguranca-presente-2021,Ampliação do programa Segurança Presente e presença da Guarda Municipal,gestao/administracao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Paes quer restaurar o campus da Gama Filho e outros projetos até abril
ampliacao-seguranca-presente-2022,ampliacao-seguranca-presente-2022,Ampliação do programa Segurança Presente e investimento em tecnologia na segurança pública do RJ,inauguracao/expansao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Segurança Pública do RJ recebe mais de R$ 700 milhões em equipamentos tecnológicos
ampliacao-seguranca-presente-combate-crimes-consumo-2025,ampliacao-seguranca-presente-combate-crimes-consumo-2025,Ampliação das atividades do Segurança Presente para combater crimes nas relações de consumo,gestao/administracao,"Zona Oeste, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Segurança Presente também atuará contra crimes nas relações de consumo
ampliacao-seguranca-presente-mesquita-2022,ampliacao-seguranca-presente-mesquita-2022,Ampliação do programa Segurança Presente em Mesquita,inauguracao/expansao,Mesquita,1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Cláudio Castro promete base do Segurança Presente em Mesquita
ampliacao-seguranca-presente-regiao-dos-lagos-2022,ampliacao-seguranca-presente-regiao-dos-lagos-2022,Ampliação do programa Segurança Presente na Região dos Lagos,gestao/administracao,Cabo Frio,1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Cláudio Castro realiza ‘Grande Encontro da Região dos Lagos’ e promete ampliação do Segurança Presente
ampliacao-seguranca-presente-tijuca-2020,ampliacao-seguranca-presente-tijuca-2020,Ampliação do programa Segurança Presente na Tijuca,gestao/administracao,"Tijuca, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Luiz Lima quer ampliar Segurança Presente na região da Tijuca
anuncio-concurso-seguranca-presente-2025,anuncio-concurso-seguranca-presente-2025,Anúncio de concurso para agentes do Segurança Presente com 1.213 vagas,gestao/administracao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Cláudio Castro anuncia concurso para o Segurança Presente com salários de R$ 3 mil
anuncio-concurso-seguranca-presente-rj-2025,anuncio-concurso-seguranca-presente-rj-2025,Anúncio do concurso Segurança Presente RJ com 2.212 vagas,gestao/administracao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Concurso Segurança Presente RJ é anunciado com 2.212 vagas - Folha Dirigida
anuncio-esquema-seguranca-carnaval-2026,anuncio-esquema-seguranca-carnaval-2026,Anúncio do esquema de segurança para o Carnaval 2026 no Rio de Janeiro,gestao/administracao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,RJ anuncia esquema com 26 mil agentes para segurança no Carnaval
anuncio-fortalecimento-upps-2020,anuncio-fortalecimento-upps-2020,Anúncio de fortalecimento das UPPs a partir de 2020,gestao/administracao,"Grajaú e Vila Isabel, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Witzel anuncia que UPPs serão fortalecidas a partir de 2020
anuncio-investimento-seguranca-presente-2020,anuncio-investimento-seguranca-presente-2020,Anúncio de investimento de R$ 200 milhões no Segurança Presente em 2020,gestao/administracao,,1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Segurança presente terá investimento de 200 milhões em 2020
anuncio-investimentos-seguranca-publica-forum-lisboa-2024,anuncio-investimentos-seguranca-publica-forum-lisboa-2024,Anúncio de investimentos e melhorias na segurança pública pelo governador Cláudio Castro no XII Fórum de Lisboa,gestao/administracao,Lisboa,1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Governador defende mudanças na legislação contra o crime no XII Fórum de Lisboa
apreensao-adolescente-tentativa-assalto-duque-de-caxias-2025,apreensao-adolescente-tentativa-assalto-duque-de-caxias-2025,Apreensão de adolescente após tentativa de assalto em Duque de Caxias,prisao/apreensao,Duque de Caxias,1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Vídeo: PM reage a tentativa de assalto e adolescente é apreendido em Caxias
apreensao-adolescentes-tentativa-roubo-delegada-barra-da-tijuca-2026,apreensao-adolescentes-tentativa-roubo-delegada-barra-da-tijuca-2026,Apreensão de adolescentes após tentativa de roubo a delegada na Barra da Tijuca,prisao/apreensao,"Barra da Tijuca, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Adolescentes são apreendidos após tentarem roubar cordão de delegada
apreensao-armas-brancas-internacao-usuarios-drogas-rio-2019,apreensao-armas-brancas-internacao-usuarios-drogas-rio-2019,Apreensão de armas brancas e proposta de internação de usuários de drogas no Rio de Janeiro,operacao policial,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,"Editorial: Witzel está certo, usuário de droga na rua é para internar ou prender"
apreensao-armas-drogas-largo-do-machado-2025,apreensao-armas-drogas-largo-do-machado-2025,Apreensão de armas e drogas no Largo do Machado,operacao policial,"Largo do Machado, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Governo do Estado apreende armas brancas e drogas no Largo do Machado
apreensao-armas-drogas-largo-do-machado-2026,apreensao-armas-drogas-largo-do-machado-2026,Apreensão de armas e drogas no Largo do Machado,operacao policial,"Largo do Machado, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Governo do Estado apreende armas brancas e drogas no Largo do Machado
apreensao-arrastao-praia-piratininga-2025,apreensao-arrastao-praia-piratininga-2025,Apreensão de adolescentes e homem por arrastão na Praia de Piratininga,prisao/apreensao,"Praia de Piratininga, Niterói",1,1,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,Arrastão termina com três adolescentes detidos e um homem preso em praia de Niterói
